FountainTy,the_geom,OBJECTID,Position,Collection,Painted,GISPROPNUM,SIGNNAME,BOROUGH,FountainCo,GISOBJID,SYSTEM,DEPARTMENT,PARENTID,DESCRIPTIO,FEATURESTA
D,POINT (-73.91671924846644 40.61437475634674),1771,"Out in Open, Near Ballfield",02/13/2018 12:00:00 AM +0000,no,B147,Monsignor Crawford Field,B,1,100039134,B147-DF0730,B-18,B147,"D, Out in Open, Near Ballfield",Active
Trough,POINT (-73.92859660976694 40.82872178154586),2312,Out in Open,03/01/2018 12:00:00 AM +0000,no,X030,Macombs Dam Park,X,1,100039735,X030-DF0426,X-04,X030,"Trough, Out in Open",Active
B,POINT (-73.97128349125805 40.76720587672378),2853,"Under Tree, Out in Open",05/17/2018 12:00:00 AM +0000,no,M010,Central Park,M,1,100040226,M010-DF0565,M-13,M010,"B, Under Tree, Out in Open",Active
Other,POINT (-73.79355815682896 40.86183272766086),546,Under Tree,01/25/2018 12:00:00 AM +0000,yes,X039,Pelham Bay Park,X,1,100037972,X039-DF0082,X-15,X039,"Other, Under Tree",Active
C,POINT (-73.90979300439481 40.84289266802042),878,Out in Open,01/29/2018 12:00:00 AM +0000,no,X081,Mount Eden Malls,X,1,100038264,X081-DF0188,X-04,X081,"C, Out in Open",Active
A,POINT (-73.89622748457938 40.887464204688726),1210,Near Ballfield,02/01/2018 12:00:00 AM +0000,yes,X092,Van Cortlandt Park,X,1,100038640,X092-DF0226,X-13,X092,"A, Near Ballfield",Active
D,POINT (-74.06244221326189 40.593091448912816),1542,Out in Open,02/08/2018 12:00:00 AM +0000,yes,R046,Franklin D. Roosevelt Boardwalk and Beach,R,1,100038925,R046-DF0075,R-02B,R046,"D, Out in Open",Active
CS Metal,POINT (-73.99993807900395 40.59782139867739),1874,In Shade,02/15/2018 12:00:00 AM +0000,no,B007,Bensonhurst Park,B,1,100039198,B007-DF0754,B-11,B007,"CS Metal, In Shade",Active
A,POINT (-73.82373136514626 40.7831416534909),2206,Near Ballfield,02/27/2018 12:00:00 AM +0000,no,Q089B,Harvey Park,Q,1,100039643,Q089B-DF0656,Q-07,Q089B,"A, Near Ballfield",Active
C,POINT (-73.97978634021463 40.71158359420065),2538,"Under Tree, Near Ballfield, Just Outside Playground",03/29/2018 12:00:00 AM +0000,no,M017,Corlears Hook Park,M,1,100039981,M017-DF0345,M-03,M017,"C, Under Tree, Near Ballfield, Just Outside Playground",Active
E Wheelchair Dog,POINT (-73.97693283286225 40.76934533443018),2870,"Under Tree, Near Ballfield, In Shade",05/17/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040194,M010-DF0582,M-13,M010,"E Wheelchair Dog, Under Tree, Near Ballfield, In Shade",Active
D,POINT (-73.75034177399733 40.594387916812536),1233,Under Tree,02/02/2018 12:00:00 AM +0000,no,Q162J,Beach 17 Playground,Q,1,100038663,Q162J-DF0355,Q-14,Q162J,"D, Under Tree",Active
A,POINT (-73.89069822648594 40.70827803841529),1565,Near Ballfield,02/09/2018 12:00:00 AM +0000,no,Q305,Mafera Park,Q,1,100038967,Q305-DF0556,Q-05,Q305,"A, Near Ballfield",Active
D,POINT (-73.90955937561566 40.845261423927695),1897,"Under Tree, In Playground",02/15/2018 12:00:00 AM +0000,no,X148D1,Morris Mesa,X,1,100039267,X148D1-DF0370,X-05,X148D1,"D, Under Tree, In Playground",Active
A,POINT (-73.72868074937386 40.684581737220924),2229,In Shade,02/27/2018 12:00:00 AM +0000,no,Q307,Delphin H. Greene Playground,Q,1,100039606,Q307-DF0661,Q-13,Q307,"A, In Shade",Active
E Wheelchair Child,POINT (-73.97428857282051 40.717194049937135),2561,Near Ballfield,04/04/2018 12:00:00 AM +0000,yes,M144,John V. Lindsay East River Park,M,2,100039963,M144-DF0368,M-03,M144,"E Wheelchair Child, Near Ballfield",Active
A,POINT (-73.94680857504673 40.638371755823776),2893,Out in Open,05/29/2018 12:00:00 AM +0000,,B250,Nostrand Playground,B,1,100040240,B250-DF0894,B-17,B250,"A, Out in Open",Active
CS Concrete,POINT (-73.87948523355769 40.65888206048171),168,Just Outside Playground,01/15/2018 12:00:00 AM +0000,no,B246,Jerome Playground,B,1,100037581,B246-DF0158,B-05,B246,"CS Concrete, Just Outside Playground",Active
E Wheelchair,POINT (-73.91734330164635 40.641187108796494),500,"Out in Open, In Playground",01/23/2018 12:00:00 AM +0000,yes,B352,Curtis Playground,B,1,100037852,B352-DF0393,B-18,B352,"E Wheelchair, Out in Open, In Playground",Active
E Wheelchair,POINT (-73.95486668626133 40.7433782458332),832,"Under Tree, In Playground",01/29/2018 12:00:00 AM +0000,yes,Q045,Andrews Grove,Q,1,100038213,Q045-DF0117,Q-02,Q045,"E Wheelchair, Under Tree, In Playground",Active
C,POINT (-73.78655753757077 40.696326264853816),1164,Under Tree,02/01/2018 12:00:00 AM +0000,no,Q402,Latimer Playground,Q,1,100038561,Q402-DF0301,Q-12,Q402,"C, Under Tree",Active
A,POINT (-74.08949809922173 40.56931621845287),1496,Out in Open,02/07/2018 12:00:00 AM +0000,yes,R046,Franklin D. Roosevelt Boardwalk and Beach,R,1,100038872,R046-DF0038,R-02,R046,"A, Out in Open",Active
A,POINT (-73.88612456104926 40.6654699871137),191,In Playground,01/16/2018 12:00:00 AM +0000,yes,B261,Schenck Playground,B,1,100037573,B261-DF0181,B-05,B261,"A, In Playground",Active
C,POINT (-73.92338266577492 40.83339070921401),523,Near Ballfield,01/24/2018 12:00:00 AM +0000,no,X034,Mullaly Park,X,1,100037932,X034-DF0063,X-04,X034,"C, Near Ballfield",Active
C,POINT (-74.00836527965573 40.652394956637636),855,In Playground,01/29/2018 12:00:00 AM +0000,no,B210I,Gonzalo Plasencia Playground,B,1,100038252,B210I-DF0529,B-07,B210I,"C, In Playground",Active
B,POINT (-73.86080038126518 40.76408101455893),1187,Out in Open,02/15/2018 12:00:00 AM +0000,yes,Q084A,Grand Central Parkway Extension,Q,1,100038506,Q084A-DF0318,Q-03,Q084A,"B, Out in Open",Active
C,POINT (-73.8086164479226 40.68394295625399),1519,Near Ballfield,02/07/2018 12:00:00 AM +0000,no,Q119,Frederick B. Judge Playground,Q,1,100038969,Q119-DF0538,Q-10,Q119,"C, Near Ballfield",Active
A,POINT (-73.95235356163084 40.82943106855519),1851,Near Ballfield,02/16/2018 12:00:00 AM +0000,no,M140,Recreational Area,M,1,100039278,M140-DF0040,M-14,M140,"A, Near Ballfield",Active
B,POINT (-73.92978776130407 40.79120250548445),2183,Out in Open,02/26/2018 12:00:00 AM +0000,no,M107,Wards Island Park,M,1,100039506,M107-DF0157,M-11R,M107,"B, Out in Open",Active
A,POINT (-73.944345649946 40.65898733356502),377,Out in Open,01/22/2018 12:00:00 AM +0000,yes,B254,Wingate Park,B,1,100037759,B254-DF0303,B-09,B254,"A, Out in Open",Active
D,POINT (-73.76382229409468 40.59270746802027),1041,Near Ballfield,02/01/2018 12:00:00 AM +0000,no,Q162H,Beach 30th Street Playground,Q,1,100038434,Q162H-DF0193,Q-14,Q162H,"D, Near Ballfield",Active
D,POINT (-73.94024373841951 40.588731903097994),1705,In Playground,02/12/2018 12:00:00 AM +0000,no,B239,Sheepshead Playground,B,1,100039124,B239-DF0695,B-15,B239,"D, In Playground",Active
E Wheelchair,POINT (-73.94593251700869 40.59217759141378),1711,Near Ballfield,02/12/2018 12:00:00 AM +0000,no,B109,Bill Brown Playground,B,1,100039170,B109-DF0701,B-15,B109,"E Wheelchair, Near Ballfield",Active
A,POINT (-73.78398584133087 40.76017926178296),2375,In Playground,03/02/2018 12:00:00 AM +0000,no,Q381,Francis Lewis Playground,Q,1,100039774,Q381-DF0717,Q-11,Q381,"A, In Playground",Active
A,POINT (-73.8773058993385 40.89656233745274),3039,Near Ballfield,06/08/2018 12:00:00 AM +0000,yes,X092,Van Cortlandt Park,X,1,100040501,X092-DF0452,X-13,X092,"A, Near Ballfield",Active
A,POINT (-74.13679130134888 40.55185886373156),354,Near Ballfield,01/22/2018 12:00:00 AM +0000,yes,R089,Greencroft Playground,R,1,100037718,R089-DF0003,R-03,R089,"A, Near Ballfield",Active
D,POINT (-73.8834910330884 40.685184828980034),477,Near Ballfield,01/23/2018 12:00:00 AM +0000,no,B047,Highland Park,B,1,100037860,B047-DF0373,Q-05A,B047,"D, Near Ballfield",Active
D,POINT (-73.89020605334818 40.762017001493746),1018,Near Ballfield,01/31/2018 12:00:00 AM +0000,no,Q393A,LaGuardia Landing Lights,Q,1,100038413,Q393A-DF0173,Q-03,Q393A,"D, Near Ballfield",Active
D,POINT (-73.90558524346994 40.728444987968125),1024,Under Tree,01/31/2018 12:00:00 AM +0000,no,Q131,Frank Principe Park,Q,1,100038421,Q131-DF0179,Q-05,Q131,"D, Under Tree",Active
A,POINT (-73.95737530734596 40.59720514393153),1688,In Playground,02/12/2018 12:00:00 AM +0000,no,B197,Mellett Playground,B,1,100039055,B197-DF0684,B-15,B197,"A, In Playground",Active
A,POINT (-73.74000210971529 40.69859719010109),2352,Out in Open,03/01/2018 12:00:00 AM +0000,no,Q404,East Springfield Playground,Q,1,100039743,Q404-DF0694,Q-13,Q404,"A, Out in Open",Active
E Wheelchair Dog,POINT (-73.96796367522657 40.66160402944701),3016,,11/30/1899 12:00:00 AM +0000,,B073,Prospect Park,B,1,100040425,B073-DF0939,B-19,B073,E Wheelchair Dog,Active
A,POINT (-73.83956517562031 40.87276699816857),331,"Near Ballfield, In Shade",01/21/2018 12:00:00 AM +0000,no,X196,Haffen Park,X,1,100037783,X196-DF0042,X-12,X196,"A, Near Ballfield, In Shade",Active
C,POINT (-74.00174438107659 40.7506021102256),2252,Near Ballfield,02/27/2018 12:00:00 AM +0000,no,M011,Chelsea Park,M,1,100039604,M011-DF0208,M-04,M011,"C, Near Ballfield",Active
E Wheelchair,POINT (-74.00644921237249 40.72955519057997),2916,"Near Ballfield, In Shade",05/29/2018 12:00:00 AM +0000,yes,M038,James J Walker Park,M,1,100040381,M038-DF0617,M-02,M038,"E Wheelchair, Near Ballfield, In Shade",Active
A,POINT (-73.90498019397498 40.90213245035881),3085,,11/30/1899 12:00:00 AM +0000,,X152,Vinmont Veteran Park,X,1,100040437,X152-DF0473,X-08,X152,A,Active
C,POINT (-73.9050217309777 40.67097571069354),185,Out in Open,01/15/2018 12:00:00 AM +0000,no,B156,Powell Playground,B,1,100037572,B156-DF0175,B-16,B156,"C, Out in Open",Active
B,POINT (-73.94486762369789 40.77437195733978),2398,Under Tree,03/03/2018 12:00:00 AM +0000,no,M081,Carl Schurz Park,M,1,100039768,M081-DF0263,M-08,M081,"B, Under Tree",Active
E Wheelchair,POINT (-73.94296996968937 40.576766910276824),2939,Out in Open,02/01/2018 12:00:00 AM +0000,yes,B251,Manhattan Beach Park,B,1,100040352,B251-DF0917,B-15,B251,"E Wheelchair, Out in Open",Active
E Wheelchair,POINT (-73.95544163235903 40.79301288606251),3062,"Out in Open, Near Ballfield",06/12/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040504,M010-DF0645,M-13,M010,"E Wheelchair, Out in Open, Near Ballfield",Active
A,POINT (-73.9729275684851 40.680530515642346),623,Out in Open,01/25/2018 12:00:00 AM +0000,yes,B232,Dean Playground,B,1,100038032,B232-DF0449,B-08,B232,"A, Out in Open",Active
E Wheelchair,POINT (-73.95852884046842 40.57528917755433),872,Out in Open,01/29/2018 12:00:00 AM +0000,no,B169,Coney Island Beach & Boardwalk,B,1,100038267,B169-DF0543,B-13,B169,"E Wheelchair, Out in Open",Active
E Wheelchair,POINT (-73.991805727361 40.57151850913321),955,Out in Open,01/30/2018 12:00:00 AM +0000,no,B169,Coney Island Beach & Boardwalk,B,1,100038377,B169-DF0575,B-13,B169,"E Wheelchair, Out in Open",Active
E Wheelchair,POINT (-74.00270459989973 40.71482944342038),2544,Under Tree,03/29/2018 12:00:00 AM +0000,yes,M030,Thomas Paine Park,M,1,100039970,M030-DF0351,M-01,M030,"E Wheelchair, Under Tree",Active
A,POINT (-73.83788860467307 40.7326717339893),2876,Under Tree,05/24/2018 12:00:00 AM +0000,no,Q099,Flushing Meadows Corona Park,Q,1,100040246,Q099-DF0794,Q-15,Q099,"A, Under Tree",Active
C,POINT (-73.96267914214 40.692489139016075),231,"Under Tree, In Playground, Out in Open",01/18/2018 12:00:00 AM +0000,no,B292,Pratt Playground,B,1,100037683,B292-DF0218,B-02,B292,"C, Under Tree, In Playground, Out in Open",Active
F High Low,POINT (-73.81988311720148 40.8510772556585),268,Near Ballfield,01/19/2018 12:00:00 AM +0000,no,X039,Pelham Bay Park,X,2,100037681,X039-DF0023,X-15,X039,"F High Low, Near Ballfield",Active
A,POINT (-73.79049170894469 40.86964487171624),563,Out in Open,01/25/2018 12:00:00 AM +0000,yes,X039,Pelham Bay Park,X,1,100037915,X039-DF0098,X-15,X039,"A, Out in Open",Active
A,POINT (-73.89145089866159 40.7062962186976),1559,Near Ballfield,02/15/2018 12:00:00 AM +0000,no,Q305,Mafera Park,Q,1,100038941,Q305-DF0550,Q-05,Q305,"A, Near Ballfield",Active
A,POINT (-73.93651323069257 40.605025646524886),2438,Near Ballfield,03/06/2018 12:00:00 AM +0000,yes,B057,Marine Park,B,1,100039851,B057-DF0837,B-18,B057,"A, Near Ballfield",Active
C,POINT (-73.75373863572514 40.65515174574133),2770,"Out in Open, Near Ballfield",05/07/2018 12:00:00 AM +0000,no,Q392,Idlewild Park,Q,1,100040103,Q392-DF0770,Q-13,Q392,"C, Out in Open, Near Ballfield",Active
D,POINT (-73.81716384870273 40.77616525281753),669,"In Playground, Under Tree, Out in Open",01/26/2018 12:00:00 AM +0000,no,Q086,Flushing Fields,Q,1,100038005,Q086-DF0080,Q-07,Q086,"D, In Playground, Under Tree, Out in Open",Active
B,POINT (-73.89884513668771 40.81807777482017),918,Near Ballfield,01/30/2018 12:00:00 AM +0000,yes,X255,Rainey Park,X,1,100038318,X255-DF0205,X-02,X255,"B, Near Ballfield",Active
E Wheelchair,POINT (-73.98291599876396 40.5727041055281),1001,Out in Open,01/31/2018 12:00:00 AM +0000,no,B169,Coney Island Beach & Boardwalk,B,1,100038411,B169-DF0598,B-13,B169,"E Wheelchair, Out in Open",Active
C,POINT (-73.90476930223892 40.74536028358231),1250,"Under Tree, Out in Open",02/02/2018 12:00:00 AM +0000,yes,Q198,Woodside Memorial Plaza,Q,1,100038667,Q198-DF0372,Q-02,Q198,"C, Under Tree, Out in Open",Active
C,POINT (-74.08596823437438 40.6423463761781),1751,In Playground,02/13/2018 12:00:00 AM +0000,no,R086,Davis Playground,R,1,100039187,R086-DF0106,R-01,R086,"C, In Playground",Active
E Wheelchair,POINT (-73.88957891621057 40.75430233148645),1997,Out in Open,02/06/2018 12:00:00 AM +0000,no,Q303,Travers Park,Q,1,100039357,Q303-DF0585,Q-03,Q303,"E Wheelchair, Out in Open",Active
F High Low,POINT (-74.00236482961249 40.602510174929016),2083,Just Outside Playground,02/22/2018 12:00:00 AM +0000,no,B277,Benson Playground,B,2,100039483,B277-DF0788,B-11,B277,"F High Low, Just Outside Playground",Active
Other,POINT (-74.01583001668354 40.70829847274274),2246,"Under Tree, Near Ballfield, In Playground",02/27/2018 12:00:00 AM +0000,yes,,Battery Park City Parks,M,1,,-DF0202,M-01,,"Other, Under Tree, Near Ballfield, In Playground",Active
A,POINT (-73.94044467775475 40.84702092385855),2329,Near Ballfield,03/01/2018 12:00:00 AM +0000,yes,M099,J. Hood Wright Park,M,1,100039737,M099-DF0229,M-12,M099,"A, Near Ballfield",Active
A,POINT (-73.98114450675004 40.7157715469968),2578,"Under Tree, Near Ballfield, In Playground",04/04/2018 12:00:00 AM +0000,no,M065,Luther Gulick Park,M,1,100039889,M065-DF0385,M-03,M065,"A, Under Tree, Near Ballfield, In Playground",Active
E Wheelchair Dog,POINT (-73.95413351369928 40.792974466372705),3079,"Under Tree, Out in Open",06/13/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040409,M010-DF0656,M-13,M010,"E Wheelchair Dog, Under Tree, Out in Open",Active
C,POINT (-73.81381151659627 40.82377681488919),314,Out in Open,01/20/2018 12:00:00 AM +0000,yes,X191A,Bicentennial Veterans Memorial Park,X,1,100037734,X191A-DF0033,X-10,X191A,"C, Out in Open",Active
A,POINT (-73.84702869329777 40.74764967914436),1064,Under Tree,02/01/2018 12:00:00 AM +0000,no,Q099,Flushing Meadows Corona Park,Q,1,100038478,Q099-DF0213,Q-15,Q099,"A, Under Tree",Active
Trough,POINT (-73.80641666947655 40.58588326936485),1310,Out in Open,02/13/2018 12:00:00 AM +0000,no,Q163,Rockaway Beach Boardwalk,Q,1,100038764,Q163-DF0419,Q-14,Q163,"Trough, Out in Open",Active
A,POINT (-73.78490860543306 40.70406836590769),1396,Out in Open,02/04/2018 12:00:00 AM +0000,no,Q121,Detective Keith L Williams Park,Q,1,100038747,Q121-DF0482,Q-12,Q121,"A, Out in Open",Active
Other,POINT (-73.91533645228073 40.82498261290126),1605,"Under Tree, In Shade",02/11/2018 12:00:00 AM +0000,yes,X032,Railroad Park,X,1,100039006,X032-DF0290,X-03,X032,"Other, Under Tree, In Shade",Active
E Wheelchair,POINT (-73.90012295729882 40.835816802733426),1642,"Out in Open, In Playground",02/12/2018 12:00:00 AM +0000,yes,X010,Crotona Park,X,1,100039045,X010-DF0319,X-03,X010,"E Wheelchair, Out in Open, In Playground",Active
A,POINT (-74.09346100714173 40.62613802903975),1937,Out in Open,02/16/2018 12:00:00 AM +0000,yes,R022,Silver Lake Park,R,1,100039381,R022-DF0148,R-01,R022,"A, Out in Open",Active
C,POINT (-73.94330046125377 40.77645076664795),2392,Out in Open,03/03/2018 12:00:00 AM +0000,no,M081,Carl Schurz Park,M,1,100039764,M081-DF0257,M-08,M081,"C, Out in Open",Active
D,POINT (-73.94273578685265 40.80335229349777),2724,"Under Tree, Just Outside Playground, Near Ballfield",05/01/2018 12:00:00 AM +0000,no,M058,Marcus Garvey Park,M,1,100040166,M058-DF0501,M-11,M058,"D, Under Tree, Just Outside Playground, Near Ballfield",Active
E Wheelchair,POINT (-73.96314527474088 40.65848938286662),2933,In Playground,05/31/2018 12:00:00 AM +0000,,B073,Prospect Park,B,1,100040376,B073-DF0911,B-19,B073,"E Wheelchair, In Playground",Active
D,POINT (-73.92556675826204 40.68792988587178),128,In Playground,01/15/2018 12:00:00 AM +0000,yes,B224,P.O. Reinaldo Salgado Playground,B,1,100037495,B224-DF0118,B-03,B224,"D, In Playground",Active
A,POINT (-73.91724687202391 40.886502734426706),709,Out in Open,01/26/2018 12:00:00 AM +0000,yes,X201,Seton Park,X,1,100038181,X201-DF0113,X-08,X201,"A, Out in Open",Active
C,POINT (-73.91166654523961 40.71068340344151),1456,Near Ballfield,02/06/2018 12:00:00 AM +0000,no,Q002,Grover Cleveland Playground,Q,1,100038832,Q002-DF0514,Q-05,Q002,"C, Near Ballfield",Active
B,POINT (-73.99050424504074 40.736044658254805),2037,"Under Tree, Just Outside Playground",02/20/2018 12:00:00 AM +0000,no,M089,Union Square Park,M,1,100039420,M089-DF0099,M-05,M089,"B, Under Tree, Just Outside Playground",Active
E Wheelchair Dog,POINT (-73.99751797569215 40.73015890846361),2043,Under Tree,02/21/2018 12:00:00 AM +0000,yes,M098,Washington Square Park,M,1,100039423,M098-DF0105,M-02,M098,"E Wheelchair Dog, Under Tree",Active
C,POINT (-73.72911227485932 40.7259714298084),2292,Near Ballfield,02/28/2018 12:00:00 AM +0000,,Q134,Breininger Park,Q,1,100039621,Q134-DF0682,Q-13,Q134,"C, Near Ballfield",Active
C,POINT (-73.9242414998328 40.70301673353511),22,In Playground,01/11/2018 12:00:00 AM +0000,no,B016,Maria Hernandez Park,B,1,100037431,B016-DF0012,B-04,B016,"C, In Playground",Active
C,POINT (-73.85201564444567 40.82352387672551),815,Near Ballfield,01/28/2018 12:00:00 AM +0000,no,X151,P.O. Serrano Playground,X,1,100038228,X151-DF0173,X-09,X151,"C, Near Ballfield",Active
A,POINT (-73.78664900636191 40.68427886137332),1356,Near Ballfield,02/03/2018 12:00:00 AM +0000,yes,Q005,Baisley Pond Park,Q,1,100038704,Q005-DF0450,Q-12,Q005,"A, Near Ballfield",Active
E Wheelchair,POINT (-73.98936667170479 40.697887782976984),2143,Out in Open,02/25/2018 12:00:00 AM +0000,yes,B113E,Walt Whitman Park,B,1,100039566,B113E-DF0801,B-02,B113E,"E Wheelchair, Out in Open",Active
A,POINT (-73.9512870342034 40.81334238790087),2684,"Just Outside Playground, Near Ballfield",04/23/2018 12:00:00 AM +0000,yes,M077,St. Nicholas Park,M,1,100040032,M077-DF0487,M-09,M077,"A, Just Outside Playground, Near Ballfield",Active
A,POINT (-73.7670057732436 40.773011689115634),2979,In Shade,06/06/2018 12:00:00 AM +0000,no,Q012,Crocheron Park,Q,1,100040366,Q012-DF0805,Q-11,Q012,"A, In Shade",Active
E Wheelchair,POINT (-73.99617593696658 40.69968810405638),3022,,11/30/1899 12:00:00 AM +0000,,B223DJ,Brooklyn Heights Promenade,B,1,100040481,B223DJ-DF0945,B-02,B223DJ,E Wheelchair,Active
E Wheelchair,POINT (-73.96624849286184 40.65155283102098),417,"Out in Open, Near Ballfield",01/22/2018 12:00:00 AM +0000,yes,B068,Parade Ground,B,1,100037830,B068-DF0337,B-14,B068,"E Wheelchair, Out in Open, Near Ballfield",Active
E Wheelchair,POINT (-74.08451899374849 40.57328668050821),1502,Out in Open,02/07/2018 12:00:00 AM +0000,yes,R046,Franklin D. Roosevelt Boardwalk and Beach,R,1,100038909,R046-DF0044,R-02,R046,"E Wheelchair, Out in Open",Active
Other,POINT (-73.93165190496376 40.85968363035928),2335,Under Tree,03/01/2018 12:00:00 AM +0000,no,M029,Fort Tryon Park,M,1,100039713,M029-DF0235,M-12,M029,"Other, Under Tree",Active
A,POINT (-73.97421419172765 40.72151120803641),2584,"Under Tree, Near Ballfield",04/04/2018 12:00:00 AM +0000,yes,M144,John V. Lindsay East River Park,M,1,100039911,M144-DF0391,M-03,M144,"A, Under Tree, Near Ballfield",Active
